date,id,branch,debit,credit,amount
2019-3-2,95,2,9,4,920
2019-8-3,96,2,9,4,920
2018-5-24,97,2,9,4,920
2019-9-15,98,2,9,4,920
2018-3-23,99,1,9,4,920
2018-12-25,100,2,9,4,920
2018-4-28,101,2,9,4,920
2018-7-9,102,2,9,4,920
2018-4-10,103,2,9,4,920
2019-10-8,104,2,9,4,920
2019-11-7,105,1,9,4,920
2018-5-13,106,1,9,4,920
2018-7-18,107,1,9,4,920
2018-4-16,108,2,9,4,920
2019-8-1,109,2,9,4,920
2018-5-28,110,1,9,4,920
2019-1-24,111,2,9,4,920
2018-1-16,112,1,9,4,920
2018-6-9,113,1,9,4,920
2018-9-8,114,1,9,4,920
2019-5-26,115,2,9,4,920
2018-5-5,116,1,9,4,920
2019-4-11,117,1,9,4,920
2019-11-21,118,1,6,1,8000
2019-4-17,119,1,9,4,920
2018-4-26,120,1,9,4,920
2018-9-13,121,2,9,4,920
2019-2-21,122,1,9,4,920
2019-1-5,123,2,9,4,920
2019-1-3,124,1,9,4,920
2018-10-16,125,2,9,4,920
2018-11-3,126,1,9,4,920
2018-11-2,127,1,9,4,920
2019-9-24,128,2,9,4,920
2018-12-18,129,2,9,4,920
2018-8-3,130,2,9,4,920
2018-10-23,131,2,9,4,920
2019-5-15,132,2,9,4,920
2019-10-16,133,1,9,4,920
2018-2-8,134,2,9,4,920
2019-1-9,135,1,9,4,920
2019-5-6,136,1,9,4,920
2019-5-28,137,2,9,4,920
2018-4-23,138,2,9,4,920
2018-1-17,139,2,13,9,95
2018-12-13,140,2,9,4,920
2018-10-26,141,1,9,4,920
2019-12-16,142,1,9,4,920
2018-12-23,143,2,9,4,920
2019-7-26,144,1,9,4,920
2019-5-24,145,1,9,4,920
2019-5-10,146,2,9,4,920
2019-5-12,147,2,9,4,920
2019-11-11,148,1,9,4,920
2019-9-1,149,2,9,4,920
2018-4-21,150,1,9,4,920
2019-1-17,151,1,9,4,920
2019-4-28,152,1,9,4,920
2019-5-24,153,2,9,4,920
2019-8-15,154,2,9,4,920
2019-8-16,155,2,9,4,920
2018-9-17,156,2,9,4,920
2019-4-25,157,2,9,4,920
2019-1-10,158,2,9,4,920
2018-7-2,159,1,9,4,920
2018-1-17,160,2,9,4,920
2018-11-28,161,1,7,1,8500
2019-7-6,162,2,9,4,920
2018-9-21,163,1,9,4,920
2019-6-27,164,1,9,4,920
2018-7-19,165,1,9,4,920
2019-8-17,166,1,9,4,920
2019-1-5,167,1,9,4,920
2018-1-13,168,1,9,4,920
2018-2-13,169,1,9,4,920
2019-11-5,170,2,9,4,920
2018-10-27,171,1,9,4,920
2019-9-1,172,1,9,4,920
2018-12-1,173,1,9,4,920
2019-12-3,174,1,9,4,920
2019-3-11,175,1,9,4,920
2018-6-14,176,1,9,4,920
2019-11-21,177,2,12,4,193
2019-10-25,178,2,9,4,920
2019-3-20,179,1,9,4,920
2018-10-24,180,2,9,4,920
2018-10-14,181,2,9,4,920
2018-8-7,182,1,9,4,920
2019-4-18,183,1,9,4,920
2019-2-3,184,2,9,4,920
2018-9-19,185,1,9,4,920
2018-3-10,186,1,9,4,920
2018-10-16,187,2,9,4,920
2019-11-8,188,2,9,4,920
2019-3-25,189,1,9,4,920
2018-10-13,190,1,9,4,920
2018-4-20,191,1,9,4,920
2018-8-26,192,2,9,4,920
2018-3-21,193,1,9,4,920
2018-6-18,194,2,9,4,920
2019-6-5,195,2,9,4,920
2018-10-10,196,2,9,4,920
2019-4-11,197,2,9,4,920
2018-12-1,198,2,9,4,920
2018-3-8,199,2,9,4,920
2019-7-16,200,2,9,4,920
2018-9-1,201,2,9,4,920
2018-8-22,202,1,9,4,920
2018-9-18,203,2,9,4,920
2019-1-21,204,2,5,1,2451
2018-9-3,205,2,9,4,920
2018-8-2,206,1,7,1,8500
2018-9-28,207,2,9,4,920
2018-8-11,208,2,9,4,920
2018-2-9,209,1,9,4,920
2018-6-8,210,1,9,4,920
2018-11-7,211,1,9,4,920
2018-1-23,212,1,9,4,920
2018-6-4,213,2,9,4,920
2018-1-5,214,2,9,4,920
2018-1-18,215,2,9,4,920
2018-12-9,216,2,9,4,920
2019-11-19,217,2,9,4,920
2019-8-25,218,2,9,4,920
2019-6-1,219,1,9,4,920
2018-12-18,220,2,9,4,920
2018-10-20,221,1,5,1,1772
2019-9-24,222,2,9,4,920
2018-11-23,223,1,9,4,920
2018-3-9,224,1,9,4,920
2018-9-3,225,1,9,4,920
2019-5-23,226,1,9,4,920
2019-5-2,227,1,9,4,920
2019-12-1,228,1,9,4,920
2018-9-27,229,2,9,4,920
2019-11-4,230,1,9,4,920
2019-6-11,231,2,9,4,920
2019-2-24,232,1,9,4,920
2018-3-17,233,1,9,4,920
2019-10-28,234,1,9,4,920
2018-10-11,235,1,9,4,920
2018-2-28,236,2,9,4,920
2018-4-14,237,1,9,4,920
2018-3-23,238,1,9,4,920
2018-4-21,239,1,9,4,920
2018-3-10,240,2,9,4,920
2018-5-11,241,1,9,4,920
2019-10-9,242,1,9,4,920
2019-7-20,243,2,9,4,920
2019-12-28,244,2,9,4,920
2018-8-19,245,2,9,4,920
2019-8-23,246,2,9,4,920
2019-3-21,247,1,9,4,920
2018-7-25,248,1,9,4,920
2018-5-8,249,1,9,4,920
2019-8-3,250,1,9,4,920
2018-5-22,251,1,9,4,920
2018-3-7,252,2,9,4,920
2018-3-13,253,2,9,4,920
2019-2-19,254,2,9,4,920
2019-7-4,255,2,9,4,920
2018-9-3,256,1,9,4,920
2019-12-21,257,1,9,4,920
2019-9-27,258,1,9,4,920
2018-6-13,259,2,9,4,920
2019-9-28,260,2,9,4,920
2019-11-14,261,1,9,4,920
2019-5-25,262,1,7,1,1500
2019-9-22,263,1,9,4,920
2018-1-15,264,1,9,4,920
2019-7-6,265,2,7,1,4300
2019-1-1,266,1,9,4,920
2018-6-9,267,2,9,4,920
2018-6-13,268,1,9,4,920
2019-2-28,269,2,9,4,920
2018-4-15,270,1,9,4,920
2018-1-27,271,2,9,4,920
2019-8-7,272,2,9,4,920
2019-7-14,273,1,9,4,920
2019-9-4,274,2,9,4,920
2019-2-14,275,1,9,4,920
2019-1-10,276,1,9,4,920
2018-7-27,277,1,9,4,920
2019-11-28,278,1,9,4,920
2018-5-27,279,1,9,4,920
2018-7-16,280,1,9,4,920
2019-12-23,281,2,13,9,258
2018-7-21,282,1,9,4,920
2018-5-20,283,1,9,4,920
2018-10-13,284,2,9,4,920
2018-8-15,285,2,9,4,920
2018-10-4,286,1,9,4,920
2018-5-6,287,1,9,4,920
2019-4-14,288,1,9,4,920
2018-1-26,289,2,9,4,920
2019-7-3,290,1,9,4,920
2018-5-24,291,2,9,4,920
2018-8-11,292,1,9,4,920
2018-10-12,293,2,13,9,39
2019-4-23,294,2,9,4,920
2019-9-6,295,2,9,4,920
2018-3-10,296,1,9,4,920
2018-5-17,297,2,9,4,920
2019-3-3,298,2,9,4,920
2018-2-21,299,1,9,4,920
2019-7-4,300,1,9,4,920
2019-7-6,301,2,9,4,920
2019-7-8,302,1,9,4,920
2019-4-21,303,2,9,4,920
2018-7-27,304,2,9,4,920
2019-10-18,305,2,9,4,920
2019-8-23,306,1,9,4,920
2019-2-3,307,2,9,4,920
2019-11-26,308,1,9,4,920
2019-9-4,309,2,9,4,920
2018-2-17,310,1,9,4,920
2019-10-15,311,2,9,4,920
2018-1-16,312,1,9,4,920
2019-4-19,313,1,9,4,920
2018-3-18,314,1,9,4,920
2018-2-20,315,1,9,4,920
2018-4-14,316,2,9,4,920
2019-11-28,317,2,9,4,920
2018-12-28,318,1,9,4,920
2018-1-7,319,1,9,4,920
2018-12-1,320,2,9,4,920
2018-8-27,321,1,9,4,920
2019-8-21,322,1,9,4,920
2019-9-20,323,1,9,4,920
2018-6-18,324,2,9,4,920
2018-5-20,325,2,9,4,920
2019-2-20,326,2,9,4,920
2019-10-9,327,2,9,4,920
2018-6-3,328,2,9,4,920
2019-2-6,329,1,9,4,920
2019-7-9,330,1,9,4,920
2018-10-7,331,1,9,4,920
2019-4-9,332,1,9,4,920
2018-5-21,333,1,9,4,920
2018-8-25,334,1,9,4,920
2018-12-16,335,1,9,4,920
2019-4-3,336,1,5,1,3629
2019-5-13,337,1,9,4,920
2018-6-12,338,1,9,4,920
2018-3-14,339,1,9,4,920
2019-7-9,340,2,9,4,920
2019-7-28,341,2,9,4,920
2019-4-28,342,2,9,4,920
2018-9-12,343,2,9,4,920
2018-1-15,344,2,9,4,920
2018-9-25,345,2,9,4,920
2019-12-20,346,1,9,4,920
2019-8-1,347,2,9,4,920
2018-10-24,348,1,13,9,180
2019-3-2,349,1,9,4,920
2019-3-20,350,2,9,4,920
2019-1-14,351,1,9,4,920
2018-1-14,352,2,9,4,920
2019-3-23,353,2,9,4,920
2018-5-8,354,2,9,4,920
2018-2-10,355,2,9,4,920
2019-9-24,356,2,9,4,920
2019-12-21,357,2,9,4,920
2018-3-28,358,1,9,4,920
2019-2-28,359,2,9,4,920
2019-10-15,360,1,9,4,920
2019-3-19,361,1,9,4,920
2018-9-3,362,1,9,4,920
2018-7-17,363,2,9,4,920
2018-8-11,364,2,7,1,1500
2019-4-21,365,1,9,4,920
2019-6-13,366,1,9,4,920
2018-2-17,367,1,9,4,920
2018-8-25,368,1,9,4,920
2018-12-3,369,2,9,4,920
2019-1-11,370,2,12,4,190
2019-8-6,371,2,9,4,920
2019-9-19,372,2,9,4,920
2019-10-23,373,1,9,4,920
2018-5-18,374,2,9,4,920
2019-8-7,375,1,9,4,920
2019-7-11,376,1,9,4,920
2018-8-4,377,2,9,4,920
2019-2-9,378,1,9,4,920
2018-3-16,379,1,9,4,920
2018-6-26,380,1,9,4,920
2019-3-7,381,2,9,4,920
2019-9-28,382,1,9,4,920
2018-3-21,383,2,9,4,920
2018-12-3,384,1,9,4,920
2019-3-24,385,1,9,4,920
2018-8-18,386,1,9,4,920
2019-4-3,387,2,9,4,920
2019-5-16,388,2,5,1,3302
2018-4-17,389,1,9,4,920
2019-5-10,390,2,9,4,920
2019-11-26,391,1,7,1,1500
2019-2-17,392,2,9,4,920
2019-3-23,393,2,9,4,920
2019-8-8,394,1,9,4,920
2018-3-3,395,1,9,4,920
2018-5-4,396,2,9,4,920
2018-4-2,397,1,9,4,920
2019-6-23,398,2,9,4,920
2018-12-14,399,1,9,4,920
2019-2-2,400,2,9,4,920
2018-9-11,401,2,9,4,920
2019-5-7,402,1,9,4,920
2019-6-20,403,1,9,4,920
2018-7-24,404,1,9,4,920
2019-5-11,405,1,9,4,920
2019-6-25,406,1,9,4,920
2018-9-14,407,2,9,4,920
2019-11-28,408,1,9,4,920
2018-10-27,409,2,9,4,920
2019-11-12,410,2,9,4,920
2019-7-26,411,1,9,4,920
2019-5-2,412,1,9,4,920
2019-5-21,413,1,9,4,920
2018-8-1,414,2,9,4,920
2018-10-10,415,2,9,4,920
2019-7-11,416,2,9,4,920
2019-2-14,417,2,5,1,3778
2018-6-24,418,1,9,4,920
2018-3-10,419,1,9,4,920
2019-8-22,420,1,9,4,920
2018-2-25,421,1,9,4,920
2018-8-28,422,2,9,4,920
2018-10-14,423,1,9,4,920
2019-10-22,424,2,9,4,920
2018-11-8,425,1,9,4,920
2019-3-10,426,2,7,1,4300
2019-1-14,427,1,9,4,920
2019-1-6,428,2,13,9,74
2019-6-27,429,2,9,4,920
2019-12-10,430,1,9,4,920
2019-4-24,431,1,9,4,920
2019-3-18,432,1,9,4,920
2018-9-10,433,1,12,4,26
2019-10-23,434,2,9,4,920
2019-4-12,435,1,9,4,920
2019-6-2,436,2,9,4,920
2019-11-25,437,1,9,4,920
2019-1-6,438,1,9,4,920
2019-10-25,439,1,9,4,920
2019-8-23,440,2,9,4,920
2019-1-18,441,2,9,4,920
2018-9-11,442,1,9,4,920
2018-4-23,443,1,9,4,920
2018-5-28,444,2,9,4,920
2019-3-27,445,1,9,4,920
2018-6-7,446,1,9,4,920
2018-7-23,447,1,9,4,920
2019-1-10,448,2,9,4,920
2018-11-5,449,2,9,4,920
2018-7-2,450,1,9,4,920
2018-11-27,451,1,9,4,920
2019-9-11,452,1,9,4,920
2018-7-10,453,1,9,4,920
2018-12-25,454,1,9,4,920
2019-1-28,455,2,9,4,920
2019-3-1,456,2,9,4,920
2019-11-18,457,2,9,4,920
2019-4-11,458,1,9,4,920
2019-2-28,459,1,9,4,920
2018-7-2,460,1,9,4,920
2018-4-20,461,2,9,4,920
2018-3-28,462,1,9,4,920
2019-3-26,463,2,9,4,920
2019-6-12,464,2,9,4,920
2018-7-27,465,2,9,4,920
2019-11-17,466,2,9,4,920
2019-1-12,467,1,9,4,920
2019-5-25,468,2,9,4,920
2019-3-4,469,2,9,4,920
2019-8-25,470,1,9,4,920
2019-6-27,471,1,9,4,920
2019-5-13,472,1,9,4,920
2019-6-18,473,1,9,4,920
2018-3-23,474,1,5,1,2731
2019-9-4,475,2,9,4,920
2019-2-22,476,1,9,4,920
2019-12-15,477,2,13,9,137
2019-9-28,478,2,9,4,920
2019-11-23,479,2,9,4,920
2019-11-25,480,2,9,4,920
2018-8-28,481,2,9,4,920
2019-6-19,482,2,9,4,920
2018-2-9,483,1,9,4,920
2018-8-12,484,2,9,4,920
2019-11-4,485,2,9,4,920
2018-5-3,486,2,9,4,920
2019-4-2,487,2,9,4,920
2019-9-9,488,1,9,4,920
2018-11-3,489,2,9,4,920
2018-2-25,490,2,9,4,920
2018-2-26,491,1,9,4,920
2018-4-8,492,1,9,4,920
2019-12-9,493,2,9,4,920
2018-10-26,494,2,9,4,920
2019-4-18,495,1,9,4,920
2018-6-27,496,2,9,4,920
2018-2-4,497,1,9,4,920
2019-5-21,498,2,9,4,920
2018-8-7,499,1,9,4,920
2019-5-9,500,2,9,4,920
2019-11-11,501,2,9,4,920
2019-10-9,502,2,9,4,920
2019-6-19,503,2,9,4,920
2019-7-19,504,1,13,9,120
2019-7-21,505,2,9,4,920
2019-2-9,506,1,9,4,920
2018-5-6,507,2,9,4,920
2019-4-12,508,1,9,4,920
2018-6-24,509,2,9,4,920
2018-11-11,510,2,9,4,920
2018-11-14,511,2,9,4,920
2018-5-21,512,1,5,1,2355
2018-10-16,513,2,9,4,920
2019-1-19,514,2,9,4,920
2018-11-6,515,1,9,4,920
2018-4-2,516,2,7,1,8500
2018-2-22,517,1,9,4,920
2018-11-10,518,1,9,4,920
2019-6-12,519,2,9,4,920
2018-5-19,520,1,9,4,920
2018-9-24,521,2,9,4,920
2019-1-16,522,2,9,4,920
2018-6-24,523,1,9,4,920
2018-10-26,524,2,9,4,920
2019-2-15,525,2,9,4,920
2018-11-10,526,1,7,1,1500
2019-3-24,527,2,9,4,920
2019-3-8,528,2,9,4,920
2019-2-1,529,1,9,4,920
2019-10-10,530,2,9,4,920
2018-2-26,531,1,9,4,920
2018-12-21,532,2,7,1,1500
2018-8-19,533,1,9,4,920
2019-1-28,534,2,9,4,920
2019-5-20,535,1,9,4,920
2019-2-21,536,1,9,4,920
2019-9-1,537,1,9,4,920
2018-12-21,538,2,9,4,920
2018-7-4,539,1,9,4,920
2019-10-21,540,2,9,4,920
2019-5-12,541,2,9,4,920
2018-7-28,542,1,9,4,920
2019-3-18,543,1,9,4,920
2018-7-25,544,2,9,4,920
2018-5-26,545,2,9,4,920
2018-10-24,546,1,9,4,920
2019-9-18,547,2,9,4,920
2019-8-17,548,1,9,4,920
2018-1-8,549,1,9,4,920
2018-6-4,550,1,9,4,920
2018-12-17,551,2,9,4,920
2019-5-18,552,2,9,4,920
2019-10-13,553,2,9,4,920
2018-8-5,554,1,9,4,920
2019-1-13,555,1,9,4,920
2019-7-23,556,1,9,4,920
2019-11-17,557,1,9,4,920
2019-7-18,558,1,9,4,920
2019-7-1,559,2,9,4,920
2018-2-11,560,1,9,4,920
2019-4-12,561,1,9,4,920
2018-6-25,562,2,9,4,920
2018-9-23,563,2,9,4,920
2018-5-28,564,2,9,4,920
2018-9-27,565,1,9,4,920
2019-11-24,566,1,9,4,920
2018-4-26,567,1,9,4,920
2018-4-26,568,1,9,4,920
2019-7-28,569,2,9,4,920
2018-7-6,570,2,9,4,920
2018-4-5,571,1,9,4,920
2018-10-28,572,2,9,4,920
2018-8-10,573,2,9,4,920
2018-11-14,574,2,9,4,920
2018-1-27,575,1,9,4,920
2019-2-25,576,2,9,4,920
2018-12-21,577,2,7,1,8500
2018-7-6,578,2,9,4,920
2019-4-8,579,1,9,4,920
2018-1-1,580,1,9,4,920
2019-7-28,581,2,9,4,920
2018-3-11,582,1,7,1,4300
2018-6-22,583,2,12,4,75
2019-3-7,584,2,9,4,920
2018-3-8,585,2,9,4,920
2019-11-19,586,1,9,4,920
2019-12-17,587,2,9,4,920
2018-2-24,588,1,9,4,920
2019-2-28,589,2,9,4,920
2018-8-21,590,2,9,4,920
2019-3-21,591,2,9,4,920
2019-11-26,592,1,9,4,920
2019-7-9,593,2,9,4,920
2018-7-6,594,1,9,4,920
2018-8-17,595,2,9,4,920
2018-10-10,596,1,9,4,920
2018-3-2,597,1,9,4,920
2018-10-9,598,1,9,4,920
2019-12-4,599,1,9,4,920
2018-11-28,600,2,9,4,920
2018-7-15,601,1,9,4,920
2018-12-21,602,2,9,4,920
2018-9-11,603,2,9,4,920
2019-11-27,604,2,9,4,920
2019-1-10,605,2,9,4,920
2019-9-18,606,1,9,4,920
2019-12-11,607,1,9,4,920
2019-1-24,608,2,9,4,920
2018-7-23,609,2,9,4,920
2018-10-18,610,1,9,4,920
2019-8-9,611,1,9,4,920
2019-11-1,612,2,9,4,920
2019-8-6,613,2,9,4,920
2018-8-10,614,2,9,4,920
2018-7-25,615,1,9,4,920
2018-3-16,616,1,12,4,27
2018-4-25,617,2,9,4,920
2019-10-23,618,1,9,4,920
2018-3-10,619,1,9,4,920
2019-3-24,620,2,9,4,920
2018-4-10,621,2,9,4,920
2019-10-3,622,1,9,4,920
2018-12-23,623,1,9,4,920
2019-5-24,624,2,9,4,920
2018-9-15,625,1,9,4,920
2019-1-11,626,2,9,4,920
2019-6-8,627,2,9,4,920
2019-3-25,628,1,9,4,920
2018-9-22,629,2,9,4,920
2018-4-19,630,1,9,4,920
2018-1-11,631,1,6,1,9000
2019-7-8,632,1,9,4,920
2019-4-4,633,2,9,4,920
2018-10-17,634,2,9,4,920
2018-3-14,635,1,9,4,920
2019-10-20,636,1,9,4,920
2018-11-2,637,1,9,4,920
2019-11-20,638,1,9,4,920
2019-11-17,639,1,9,4,920
2018-10-11,640,2,9,4,920
2019-8-19,641,2,9,4,920
2019-7-18,642,2,9,4,920
2018-6-26,643,2,9,4,920
2019-4-12,644,2,9,4,920
2019-6-23,645,1,9,4,920
2018-3-6,646,2,9,4,920
2018-7-5,647,1,9,4,920
2018-6-23,648,1,9,4,920
2018-4-22,649,1,9,4,920
2018-10-15,650,1,9,4,920
2019-11-24,651,2,9,4,920
2019-9-22,652,1,9,4,920
2018-1-2,653,2,9,4,920
2018-3-25,654,1,9,4,920
2018-11-25,655,1,9,4,920
2019-2-16,656,2,9,4,920
2019-12-2,657,2,9,4,920
2019-3-3,658,1,9,4,920
2018-3-9,659,1,9,4,920
2019-9-6,660,1,9,4,920
2019-2-8,661,1,9,4,920
2019-7-7,662,1,9,4,920
2018-7-7,663,1,9,4,920
2018-11-21,664,1,9,4,920
2018-10-18,665,2,9,4,920
2018-4-7,666,2,9,4,920
2018-3-22,667,2,9,4,920
2018-2-10,668,2,9,4,920
2018-8-7,669,2,9,4,920
2019-8-8,670,1,9,4,920
2018-7-3,671,2,9,4,920
2019-12-22,672,1,9,4,920
2018-10-16,673,2,9,4,920
2018-9-26,674,2,9,4,920
2019-11-18,675,1,9,4,920
2018-3-24,676,1,9,4,920
2019-5-27,677,2,9,4,920
2018-7-23,678,2,9,4,920
2019-7-5,679,2,9,4,920
2019-2-22,680,1,9,4,920
2018-9-5,681,2,9,4,920
2019-7-6,682,2,9,4,920
2019-12-18,683,1,9,4,920
2018-4-5,684,1,9,4,920
2019-9-7,685,2,9,4,920
2018-11-16,686,2,9,4,920
2019-9-28,687,2,9,4,920
2018-6-17,688,1,9,4,920
2018-2-21,689,2,9,4,920
2018-3-19,690,1,9,4,920
2018-4-14,691,1,9,4,920
2018-11-21,692,2,12,4,121
2018-2-17,693,1,9,4,920
2019-11-25,694,1,5,1,3628
2018-4-22,695,2,9,4,920
2018-4-12,696,1,9,4,920
2018-12-8,697,2,9,4,920
2019-5-17,698,1,9,4,920
2019-11-15,699,2,9,4,920
2019-6-3,700,2,9,4,920
2018-12-1,701,1,9,4,920
2019-1-4,702,2,9,4,920
2018-5-25,703,1,13,9,148
2019-9-8,704,2,9,4,920
2018-5-11,705,1,9,4,920
2019-2-4,706,1,9,4,920
2019-1-18,707,1,9,4,920
2018-8-12,708,2,9,4,920
2019-5-26,709,2,9,4,920
2019-3-25,710,1,9,4,920
2018-7-28,711,1,9,4,920
2019-11-9,712,1,9,4,920
2018-8-2,713,1,9,4,920
2018-6-16,714,1,9,4,920
2018-1-22,715,1,9,4,920
2018-11-22,716,2,9,4,920
2019-3-19,717,1,9,4,920
2019-7-9,718,1,9,4,920
2018-4-27,719,2,9,4,920
2019-5-8,720,2,9,4,920
2019-7-8,721,1,9,4,920
2019-1-14,722,2,9,4,920
2019-5-19,723,2,5,1,2285
2018-11-22,724,2,9,4,920
2019-1-28,725,2,9,4,920
2019-4-16,726,1,9,4,920
2018-8-4,727,2,9,4,920
2019-10-12,728,1,7,1,4300
2018-4-10,729,2,9,4,920
2018-2-11,730,1,9,4,920
2019-7-7,731,2,9,4,920
2018-11-19,732,1,9,4,920
2018-4-24,733,2,9,4,920
2019-4-28,734,2,9,4,920
2019-8-1,735,2,9,4,920
2018-12-7,736,1,9,4,920
2019-8-21,737,1,9,4,920
2018-2-14,738,1,9,4,920
2018-4-18,739,2,9,4,920
2019-4-2,740,1,9,4,920
2018-6-2,741,1,9,4,920
2018-6-3,742,2,9,4,920
2019-4-11,743,1,9,4,920
2019-9-23,744,2,9,4,920
2018-12-24,745,1,9,4,920
2018-8-6,746,2,9,4,920
2019-12-6,747,1,9,4,920
2019-2-5,748,1,9,4,920
2018-2-1,749,1,9,4,920
2019-8-5,750,1,9,4,920
2018-11-10,751,1,7,1,1500
2019-12-8,752,2,9,4,920
2018-6-23,753,2,9,4,920
2018-5-23,754,2,9,4,920
2018-7-12,755,1,9,4,920
2018-8-20,756,1,9,4,920
2019-1-19,757,2,6,1,8000
2019-8-19,758,1,9,4,920
2019-3-26,759,1,9,4,920
2018-12-15,760,2,9,4,920
2018-9-19,761,1,9,4,920
2018-3-25,762,2,9,4,920
2019-9-27,763,1,9,4,920
2019-10-20,764,1,9,4,920
2018-4-11,765,1,9,4,920
2018-7-28,766,2,6,1,9000
2019-2-18,767,2,9,4,920
2018-12-22,768,1,9,4,920
2019-5-19,769,1,9,4,920
2019-2-17,770,1,9,4,920
2019-10-6,771,1,9,4,920
2019-8-10,772,1,9,4,920
2018-8-10,773,1,6,1,9000
2018-12-27,774,1,7,1,8500
2019-11-8,775,2,9,4,920
2018-11-20,776,2,9,4,920
2019-8-13,777,2,9,4,920
2018-4-7,778,1,9,4,920
2018-4-5,779,1,9,4,920
2019-10-17,780,1,9,4,920
2018-2-3,781,1,9,4,920
2018-3-26,782,1,9,4,920
2018-12-4,783,1,9,4,920
2018-1-8,784,1,9,4,920
2019-5-18,785,2,9,4,920
2018-8-1,786,2,9,4,920
2018-12-15,787,1,9,4,920
2018-3-10,788,2,9,4,920
2019-4-25,789,1,9,4,920
2019-6-20,790,1,9,4,920
2018-7-24,791,2,9,4,920
2018-7-27,792,2,9,4,920
2018-1-1,793,2,9,4,920
2018-9-1,794,1,9,4,920
2019-6-7,795,2,9,4,920
2019-1-17,796,1,9,4,920
2019-9-2,797,1,9,4,920
2018-12-7,798,2,9,4,920
2019-8-15,799,2,9,4,920
2019-5-14,800,1,9,4,920
2019-4-6,801,2,9,4,920
2019-5-15,802,2,9,4,920
2018-11-6,803,1,9,4,920
2018-9-20,804,1,9,4,920
2018-2-21,805,2,9,4,920
2019-11-23,806,2,9,4,920
2019-5-21,807,2,9,4,920
2018-11-20,808,1,9,4,920
2019-2-17,809,2,9,4,920
2018-3-28,810,2,9,4,920
2018-1-23,811,2,9,4,920
2019-9-18,812,1,9,4,920
2019-4-8,813,1,9,4,920
2019-8-3,814,2,9,4,920
2019-7-22,815,1,9,4,920
2019-11-23,816,2,9,4,920
2019-9-10,817,1,9,4,920
2019-12-22,818,2,9,4,920
2018-4-15,819,2,9,4,920
