date,id,branch,debit,credit,amount
2019-2-11,95,1,9,4,920
2018-3-5,96,2,9,4,920
2019-9-22,97,2,9,4,920
2019-12-8,98,2,9,4,920
2018-7-7,99,2,9,4,920
2018-7-1,100,1,9,4,920
2018-4-24,101,1,9,4,920
2019-5-11,102,1,9,4,920
2018-9-2,103,2,9,4,920
2018-10-20,104,2,9,4,920
2018-2-9,105,2,9,4,920
2019-8-9,106,1,9,4,920
2018-3-20,107,2,9,4,920
2018-3-21,108,2,9,4,920
2019-2-9,109,2,9,4,920
2019-2-16,110,1,9,4,920
2018-4-13,111,1,9,4,920
2018-7-2,112,2,9,4,920
2019-12-19,113,2,9,4,920
2019-9-1,114,1,9,4,920
2018-6-11,115,2,9,4,920
2019-5-16,116,1,9,4,920
2018-9-21,117,2,9,4,920
2018-1-17,118,2,9,4,920
2019-6-12,119,1,9,4,920
2018-5-12,120,2,9,4,920
2018-9-1,121,1,9,4,920
2018-12-1,122,2,9,4,920
2019-3-17,123,2,9,4,920
2018-1-16,124,2,9,4,920
2019-12-14,125,2,12,4,120
2019-7-19,126,1,9,4,920
2019-6-7,127,1,9,4,920
2019-2-24,128,2,9,4,920
2018-11-24,129,1,9,4,920
2019-9-8,130,2,9,4,920
2018-2-18,131,1,9,4,920
2019-6-23,132,2,9,4,920
2018-2-17,133,1,9,4,920
2019-7-12,134,2,9,4,920
2018-7-3,135,2,9,4,920
2019-7-13,136,1,12,4,158
2019-1-19,137,1,9,4,920
2019-8-12,138,2,9,4,920
2019-11-6,139,2,9,4,920
2018-4-7,140,1,9,4,920
2018-8-11,141,1,9,4,920
2018-12-25,142,2,9,4,920
2018-3-14,143,2,9,4,920
2019-2-13,144,1,9,4,920
2018-5-13,145,1,9,4,920
2018-10-9,146,1,9,4,920
2018-4-12,147,2,9,4,920
2019-10-7,148,2,9,4,920
2018-8-8,149,2,9,4,920
2019-10-12,150,2,9,4,920
2019-2-19,151,2,9,4,920
2018-6-25,152,1,6,1,9000
2018-8-16,153,1,9,4,920
2018-8-23,154,1,9,4,920
2019-7-13,155,1,9,4,920
2018-12-10,156,2,9,4,920
2018-7-4,157,1,9,4,920
2019-2-16,158,1,9,4,920
2018-7-1,159,2,7,1,8500
2019-12-6,160,2,9,4,920
2019-4-8,161,1,9,4,920
2018-10-7,162,2,9,4,920
2018-7-2,163,1,9,4,920
2019-5-8,164,1,9,4,920
2018-11-3,165,1,9,4,920
2019-5-17,166,2,9,4,920
2018-8-13,167,1,9,4,920
2019-9-7,168,2,9,4,920
2018-1-7,169,2,9,4,920
2019-6-12,170,2,9,4,920
2019-1-21,171,1,9,4,920
2018-9-24,172,2,9,4,920
2018-9-19,173,1,9,4,920
2018-9-20,174,1,9,4,920
2018-3-5,175,1,9,4,920
2018-6-26,176,1,9,4,920
2019-9-24,177,2,9,4,920
2018-8-19,178,1,9,4,920
2018-9-17,179,1,9,4,920
2018-5-20,180,2,9,4,920
2018-10-1,181,1,9,4,920
2018-9-2,182,1,9,4,920
2018-9-2,183,2,5,1,1215
2018-7-14,184,1,9,4,920
2019-8-7,185,2,9,4,920
2019-11-16,186,2,9,4,920
2019-10-21,187,1,9,4,920
2018-7-13,188,2,9,4,920
2018-12-2,189,1,9,4,920
2019-3-8,190,2,9,4,920
2018-9-27,191,1,9,4,920
2018-9-15,192,1,9,4,920
2018-12-3,193,2,9,4,920
2018-8-22,194,2,5,1,1713
2018-4-12,195,2,12,4,25
2018-11-19,196,2,9,4,920
2019-12-23,197,2,9,4,920
2018-7-16,198,2,9,4,920
2019-6-7,199,2,9,4,920
2019-7-8,200,2,9,4,920
2019-11-28,201,2,9,4,920
2019-10-2,202,1,9,4,920
2018-4-4,203,1,12,4,20
2018-10-22,204,2,9,4,920
2019-2-15,205,2,9,4,920
2018-7-25,206,1,9,4,920
2018-3-13,207,1,9,4,920
2019-10-17,208,1,9,4,920
2019-11-21,209,2,9,4,920
2018-2-15,210,1,9,4,920
2019-12-1,211,2,9,4,920
2018-11-5,212,2,9,4,920
2019-6-20,213,2,9,4,920
2018-11-25,214,1,9,4,920
2018-11-2,215,2,9,4,920
2019-4-6,216,1,9,4,920
2019-2-8,217,2,9,4,920
2019-5-10,218,2,9,4,920
2018-8-5,219,2,9,4,920
2018-9-8,220,2,9,4,920
2019-3-1,221,2,9,4,920
2019-4-21,222,2,9,4,920
2018-6-24,223,1,9,4,920
2019-6-26,224,1,9,4,920
2019-12-9,225,1,9,4,920
2019-3-21,226,1,9,4,920
2019-7-22,227,2,9,4,920
2018-1-1,228,1,9,4,920
2019-8-27,229,1,9,4,920
2019-12-13,230,1,9,4,920
2018-3-14,231,2,9,4,920
2018-11-28,232,1,9,4,920
2019-3-12,233,1,9,4,920
2018-4-13,234,2,9,4,920
2019-5-24,235,2,9,4,920
2019-6-17,236,1,9,4,920
2019-10-16,237,1,9,4,920
2018-6-6,238,2,9,4,920
2019-4-23,239,1,9,4,920
2019-8-14,240,1,9,4,920
2018-3-14,241,2,9,4,920
2019-2-9,242,1,9,4,920
2018-11-25,243,1,9,4,920
2019-5-23,244,2,6,1,8000
2019-3-2,245,2,9,4,920
2018-5-24,246,2,12,4,129
2018-5-16,247,1,9,4,920
2018-12-13,248,1,9,4,920
2019-6-18,249,1,9,4,920
2018-2-18,250,2,9,4,920
2019-5-26,251,2,9,4,920
2018-3-4,252,1,9,4,920
2019-3-14,253,1,9,4,920
2018-4-2,254,1,9,4,920
2018-7-15,255,1,9,4,920
2018-5-7,256,1,9,4,920
2019-5-9,257,1,9,4,920
2019-2-7,258,1,9,4,920
2019-11-5,259,1,9,4,920
2018-1-1,260,1,9,4,920
2019-8-18,261,1,9,4,920
2018-12-1,262,2,5,1,1436
2018-8-7,263,2,9,4,920
2019-9-11,264,1,9,4,920
2019-11-3,265,2,9,4,920
2019-4-20,266,2,9,4,920
2018-10-25,267,1,9,4,920
2019-7-7,268,2,12,4,118
2018-12-28,269,1,9,4,920
2019-2-21,270,1,9,4,920
2019-11-22,271,1,9,4,920
2019-6-12,272,2,9,4,920
2018-10-11,273,2,9,4,920
2019-9-14,274,1,9,4,920
2019-9-9,275,2,9,4,920
2018-10-8,276,2,9,4,920
2018-3-7,277,1,9,4,920
2019-8-10,278,1,9,4,920
2019-10-15,279,2,9,4,920
2019-9-24,280,1,9,4,920
2019-2-16,281,2,9,4,920
2019-6-11,282,1,9,4,920
2019-3-23,283,2,9,4,920
2018-7-2,284,2,9,4,920
2018-5-6,285,2,9,4,920
2018-7-22,286,2,9,4,920
2019-2-22,287,2,9,4,920
2018-6-10,288,2,9,4,920
2019-10-26,289,2,9,4,920
2019-1-16,290,2,9,4,920
2019-12-16,291,2,9,4,920
2018-2-11,292,2,5,1,4136
2018-12-15,293,1,9,4,920
2018-4-13,294,1,9,4,920
2019-7-20,295,1,9,4,920
2019-9-4,296,2,9,4,920
2019-9-6,297,1,9,4,920
2018-4-19,298,1,9,4,920
2019-6-21,299,2,9,4,920
2018-2-23,300,1,9,4,920
2018-8-5,301,1,9,4,920
2018-12-27,302,2,9,4,920
2018-11-26,303,1,9,4,920
2019-6-23,304,1,9,4,920
2018-3-1,305,1,9,4,920
2018-6-2,306,1,9,4,920
2019-11-26,307,1,9,4,920
2019-9-10,308,2,9,4,920
2019-10-1,309,2,9,4,920
2018-12-7,310,1,9,4,920
2018-6-1,311,1,9,4,920
2019-8-8,312,1,9,4,920
2018-8-18,313,2,9,4,920
2019-2-15,314,2,9,4,920
2019-10-23,315,2,9,4,920
2019-11-18,316,1,12,4,186
2019-8-15,317,2,9,4,920
2019-2-20,318,1,9,4,920
2018-6-8,319,2,9,4,920
2018-7-17,320,1,9,4,920
2019-11-6,321,1,9,4,920
2018-8-24,322,1,9,4,920
2018-7-17,323,2,9,4,920
2019-4-9,324,1,9,4,920
2018-10-5,325,2,9,4,920
2019-4-6,326,2,9,4,920
2019-9-17,327,1,9,4,920
2018-11-10,328,2,9,4,920
2019-12-14,329,2,9,4,920
2019-8-18,330,1,9,4,920
2019-2-25,331,1,9,4,920
2018-7-9,332,1,9,4,920
2018-12-26,333,2,9,4,920
2018-6-13,334,2,9,4,920
2018-8-10,335,2,9,4,920
2018-5-5,336,1,9,4,920
2018-3-11,337,2,9,4,920
2018-6-10,338,1,9,4,920
2019-3-17,339,2,9,4,920
2018-3-27,340,1,9,4,920
2019-5-23,341,1,6,1,9000
2018-5-26,342,1,9,4,920
2019-5-1,343,1,9,4,920
2019-5-24,344,1,9,4,920
2019-10-9,345,2,9,4,920
2019-8-9,346,1,9,4,920
2018-7-21,347,1,9,4,920
2018-10-4,348,2,9,4,920
2018-6-11,349,2,9,4,920
2018-1-10,350,1,9,4,920
2019-9-20,351,1,9,4,920
2018-8-24,352,1,9,4,920
2018-4-7,353,2,9,4,920
2019-10-2,354,1,9,4,920
2019-8-10,355,2,9,4,920
2018-4-21,356,2,9,4,920
2018-3-14,357,2,9,4,920
2019-11-22,358,2,9,4,920
2018-12-26,359,1,9,4,920
2019-1-24,360,2,9,4,920
2018-11-22,361,2,9,4,920
2019-10-16,362,1,9,4,920
2019-12-4,363,2,9,4,920
2018-7-8,364,1,9,4,920
2019-3-20,365,1,9,4,920
2018-4-19,366,2,9,4,920
2019-9-15,367,2,9,4,920
2019-9-21,368,1,9,4,920
2019-5-7,369,1,9,4,920
2018-8-1,370,1,9,4,920
2018-10-24,371,1,9,4,920
2018-12-28,372,2,9,4,920
2018-10-5,373,2,9,4,920
2019-8-27,374,2,9,4,920
2019-4-6,375,1,9,4,920
2018-8-18,376,1,9,4,920
2018-12-14,377,1,9,4,920
2018-7-16,378,2,9,4,920
2019-4-16,379,2,9,4,920
2019-6-17,380,1,9,4,920
2018-6-24,381,1,9,4,920
2018-4-11,382,2,9,4,920
2019-10-6,383,2,9,4,920
2018-4-5,384,1,9,4,920
2018-6-28,385,1,9,4,920
2019-8-12,386,2,9,4,920
2019-2-7,387,2,9,4,920
2019-9-12,388,2,9,4,920
2018-1-22,389,2,9,4,920
2018-3-7,390,2,9,4,920
2018-6-8,391,2,9,4,920
2019-3-4,392,2,9,4,920
2019-1-18,393,2,9,4,920
2019-8-17,394,2,9,4,920
2019-6-26,395,2,9,4,920
2019-9-12,396,1,9,4,920
2018-10-8,397,1,9,4,920
2019-8-8,398,1,9,4,920
2018-11-16,399,1,9,4,920
2019-5-10,400,2,9,4,920
2019-6-21,401,2,9,4,920
2018-6-6,402,2,9,4,920
2019-11-21,403,2,9,4,920
2018-1-15,404,2,9,4,920
2018-1-1,405,1,9,4,920
2019-3-19,406,1,9,4,920
2018-12-12,407,1,9,4,920
2018-7-21,408,1,9,4,920
2018-11-4,409,2,9,4,920
2018-6-11,410,1,9,4,920
2018-10-3,411,2,9,4,920
2018-4-5,412,2,5,1,3285
2019-10-23,413,2,9,4,920
2018-7-25,414,1,9,4,920
2018-8-16,415,1,9,4,920
2019-2-10,416,1,9,4,920
2018-4-19,417,2,9,4,920
2018-10-4,418,1,9,4,920
2018-9-7,419,2,9,4,920
2018-7-10,420,1,9,4,920
2018-6-8,421,1,9,4,920
2019-5-22,422,1,9,4,920
2018-12-4,423,1,9,4,920
2018-9-13,424,1,9,4,920
2018-1-21,425,1,9,4,920
2018-10-7,426,1,9,4,920
2018-2-6,427,2,9,4,920
2019-9-19,428,1,9,4,920
2019-2-9,429,1,9,4,920
2018-1-9,430,2,9,4,920
2018-8-10,431,2,9,4,920
2019-8-27,432,1,9,4,920
2019-8-17,433,1,9,4,920
2018-8-4,434,2,9,4,920
2019-5-6,435,2,9,4,920
2019-8-8,436,2,9,4,920
2018-3-14,437,2,9,4,920
2018-9-11,438,1,9,4,920
2019-5-9,439,1,9,4,920
2019-11-11,440,1,9,4,920
2019-9-13,441,2,9,4,920
2018-10-6,442,1,9,4,920
2019-8-26,443,1,9,4,920
2018-8-25,444,1,9,4,920
2019-1-4,445,2,9,4,920
2019-4-11,446,2,9,4,920
2018-11-25,447,1,9,4,920
2018-6-11,448,2,9,4,920
2019-2-20,449,1,9,4,920
2018-1-14,450,1,9,4,920
2019-10-11,451,1,9,4,920
2018-4-5,452,2,6,1,8000
2018-9-8,453,2,9,4,920
2019-7-23,454,1,9,4,920
2019-2-10,455,2,12,4,111
2019-4-16,456,2,9,4,920
2018-3-12,457,1,9,4,920
2018-4-22,458,2,9,4,920
2018-12-4,459,1,9,4,920
2019-2-20,460,1,9,4,920
2018-5-8,461,2,9,4,920
2019-3-26,462,1,12,4,164
2019-3-11,463,1,9,4,920
2018-10-16,464,1,9,4,920
2019-1-2,465,2,9,4,920
2018-4-28,466,2,9,4,920
2019-10-1,467,2,9,4,920
2018-5-10,468,1,9,4,920
2019-5-27,469,1,9,4,920
2019-5-20,470,1,9,4,920
2018-10-1,471,2,9,4,920
2019-12-14,472,1,9,4,920
2018-7-3,473,2,9,4,920
2019-3-13,474,2,9,4,920
2018-3-27,475,2,9,4,920
2019-8-15,476,2,9,4,920
2019-5-19,477,2,9,4,920
2019-11-20,478,2,9,4,920
2019-10-25,479,2,9,4,920
2018-2-27,480,1,9,4,920
2019-6-12,481,1,9,4,920
2019-5-2,482,2,9,4,920
2019-2-4,483,2,9,4,920
2018-7-14,484,1,9,4,920
2019-4-2,485,2,9,4,920
2019-12-12,486,2,9,4,920
2018-11-20,487,1,9,4,920
2019-8-19,488,1,9,4,920
2019-4-21,489,2,9,4,920
2018-9-19,490,1,5,1,4813
2018-4-11,491,1,9,4,920
2018-7-28,492,1,9,4,920
2018-2-7,493,2,9,4,920
2018-3-19,494,1,7,1,4300
2019-4-12,495,1,9,4,920
2019-12-26,496,1,9,4,920
2019-6-25,497,1,9,4,920
2018-11-28,498,1,9,4,920
2019-7-15,499,1,9,4,920
2018-3-5,500,2,9,4,920
2018-8-27,501,1,9,4,920
2019-1-9,502,1,9,4,920
2018-6-12,503,1,9,4,920
2019-11-27,504,1,9,4,920
2019-9-26,505,1,9,4,920
2019-10-2,506,2,9,4,920
2019-10-19,507,1,9,4,920
2018-10-7,508,1,9,4,920
2019-2-4,509,2,9,4,920
2018-8-15,510,2,9,4,920
2018-5-1,511,1,9,4,920
2018-11-18,512,2,9,4,920
2018-6-14,513,2,9,4,920
2019-9-20,514,2,9,4,920
2019-8-11,515,2,9,4,920
2018-1-22,516,2,9,4,920
2018-6-8,517,1,9,4,920
2019-5-22,518,1,9,4,920
2018-11-3,519,2,9,4,920
2019-2-21,520,1,9,4,920
2018-4-11,521,2,9,4,920
2018-12-18,522,1,9,4,920
2019-10-22,523,2,9,4,920
2019-3-24,524,1,9,4,920
2018-5-14,525,1,9,4,920
2018-11-21,526,1,9,4,920
2018-6-3,527,2,9,4,920
2019-9-19,528,2,9,4,920
2019-6-4,529,1,9,4,920
2018-8-22,530,1,9,4,920
2019-6-23,531,1,9,4,920
2019-3-4,532,2,9,4,920
2019-6-15,533,2,9,4,920
2019-8-10,534,1,9,4,920
2018-4-6,535,1,9,4,920
2018-10-6,536,2,9,4,920
2019-12-12,537,1,9,4,920
2018-3-23,538,2,9,4,920
2019-1-18,539,1,9,4,920
2018-8-11,540,1,12,4,118
2019-10-5,541,1,9,4,920
2019-12-27,542,2,9,4,920
2018-9-17,543,2,9,4,920
2018-9-13,544,1,9,4,920
2019-12-26,545,2,9,4,920
2019-7-12,546,2,9,4,920
2019-12-21,547,1,9,4,920
2018-9-25,548,1,9,4,920
2019-4-9,549,1,9,4,920
2019-7-8,550,1,9,4,920
2018-5-12,551,1,9,4,920
2018-2-20,552,1,9,4,920
2018-4-11,553,1,9,4,920
2019-8-12,554,1,9,4,920
2019-11-8,555,2,9,4,920
2018-6-25,556,1,9,4,920
2018-11-4,557,2,9,4,920
2018-12-16,558,2,9,4,920
2018-9-14,559,2,9,4,920
2018-6-5,560,1,9,4,920
2018-1-28,561,1,9,4,920
2018-4-12,562,1,9,4,920
2019-4-3,563,1,9,4,920
2018-12-14,564,1,9,4,920
2019-2-19,565,1,9,4,920
2018-9-13,566,1,9,4,920
2018-11-6,567,1,9,4,920
2019-7-18,568,2,9,4,920
2019-11-22,569,2,9,4,920
2018-8-23,570,1,9,4,920
2018-10-8,571,2,9,4,920
2018-5-19,572,1,9,4,920
2019-4-17,573,1,13,9,160
2019-4-18,574,2,9,4,920
2018-11-20,575,1,9,4,920
2018-11-10,576,2,9,4,920
2019-3-10,577,1,5,1,3403
2019-10-20,578,2,9,4,920
2019-5-3,579,2,9,4,920
2019-10-19,580,1,9,4,920
2018-11-10,581,1,9,4,920
2019-4-13,582,1,9,4,920
2018-6-16,583,1,9,4,920
2018-6-20,584,1,9,4,920
2018-10-22,585,1,9,4,920
2019-7-20,586,2,7,1,4300
2018-1-24,587,2,9,4,920
2019-8-18,588,1,9,4,920
2018-3-10,589,1,9,4,920
2018-6-3,590,2,9,4,920
2019-9-4,591,1,9,4,920
2018-7-1,592,1,9,4,920
2019-12-16,593,2,9,4,920
2019-12-10,594,1,9,4,920
2019-1-26,595,1,9,4,920
2019-12-21,596,2,13,9,70
2018-12-15,597,1,9,4,920
2018-6-23,598,1,9,4,920
2019-5-6,599,1,9,4,920
2018-3-26,600,2,9,4,920
2019-10-17,601,2,9,4,920
2019-4-23,602,1,9,4,920
2019-8-4,603,2,9,4,920
2018-8-28,604,1,9,4,920
2019-1-2,605,2,9,4,920
2019-10-28,606,1,9,4,920
2019-7-17,607,2,9,4,920
2018-7-9,608,1,9,4,920
2018-11-26,609,2,9,4,920
2018-3-20,610,1,9,4,920
2018-3-26,611,1,9,4,920
2019-2-4,612,2,9,4,920
2019-11-18,613,2,9,4,920
2019-12-4,614,2,9,4,920
2019-3-17,615,1,9,4,920
2019-12-1,616,2,9,4,920
2019-4-12,617,1,9,4,920
2019-3-23,618,2,9,4,920
2019-10-1,619,2,9,4,920
2018-7-3,620,1,9,4,920
2019-9-15,621,1,9,4,920
2018-7-15,622,2,9,4,920
2019-5-28,623,1,9,4,920
2019-12-24,624,2,9,4,920
2019-12-18,625,2,9,4,920
2019-2-16,626,1,9,4,920
2018-8-15,627,2,13,9,96
2018-9-17,628,1,9,4,920
2018-5-17,629,2,9,4,920
2018-11-27,630,1,9,4,920
2019-6-14,631,2,9,4,920
2018-3-27,632,2,9,4,920
2018-12-17,633,1,9,4,920
2019-12-26,634,1,9,4,920
2018-3-17,635,1,9,4,920
2018-7-10,636,1,9,4,920
2019-6-9,637,1,9,4,920
2019-3-20,638,2,9,4,920
2018-5-13,639,1,9,4,920
2019-10-27,640,1,9,4,920
2018-12-10,641,2,9,4,920
2018-5-11,642,1,9,4,920
2019-5-18,643,1,9,4,920
2019-10-17,644,1,5,1,1167
2018-2-18,645,2,12,4,46
2019-12-24,646,2,12,4,55
2019-7-18,647,2,9,4,920
2019-8-13,648,2,9,4,920
2018-8-18,649,1,9,4,920
2019-8-16,650,2,9,4,920
2018-10-25,651,2,9,4,920
2018-9-18,652,2,9,4,920
2019-8-24,653,1,9,4,920
2019-5-22,654,2,9,4,920
2018-3-24,655,1,9,4,920
2019-11-9,656,1,9,4,920
2019-4-15,657,1,9,4,920
2019-11-6,658,1,9,4,920
2018-1-1,659,1,7,1,8500
2018-5-20,660,1,9,4,920
2018-4-11,661,1,9,4,920
2019-3-21,662,2,9,4,920
2018-9-5,663,2,9,4,920
2019-10-7,664,1,9,4,920
2019-4-10,665,2,9,4,920
2019-2-10,666,1,9,4,920
2019-9-8,667,2,9,4,920
2018-8-25,668,2,9,4,920
2019-11-20,669,1,9,4,920
2019-11-3,670,1,9,4,920
2019-4-12,671,1,9,4,920
2018-9-17,672,1,9,4,920
2018-11-2,673,2,9,4,920
2018-11-6,674,1,9,4,920
2019-9-19,675,2,9,4,920
2018-5-12,676,2,9,4,920
2018-10-25,677,1,9,4,920
2019-5-17,678,1,9,4,920
2019-6-17,679,1,9,4,920
2019-10-15,680,2,9,4,920
2019-12-2,681,1,12,4,46
2019-9-6,682,2,9,4,920
2018-8-17,683,1,9,4,920
2018-8-20,684,2,9,4,920
2019-2-7,685,1,7,1,4300
2018-5-20,686,1,9,4,920
2018-7-15,687,1,9,4,920
2019-1-9,688,1,9,4,920
2019-7-13,689,1,9,4,920
2019-3-4,690,2,9,4,920
2018-10-12,691,1,13,9,29
2019-1-23,692,1,9,4,920
2019-6-18,693,1,9,4,920
2018-1-3,694,1,9,4,920
2019-12-22,695,2,9,4,920
2018-6-13,696,1,9,4,920
2018-2-16,697,2,9,4,920
2018-11-28,698,2,9,4,920
2018-10-7,699,2,9,4,920
2018-9-9,700,1,9,4,920
2018-9-17,701,2,9,4,920
2019-12-25,702,2,9,4,920
2018-2-1,703,1,9,4,920
2018-9-15,704,1,12,4,120
2018-9-8,705,2,9,4,920
2018-5-22,706,2,9,4,920
2018-6-27,707,1,9,4,920
2019-4-4,708,2,9,4,920
2018-1-6,709,1,9,4,920
2018-7-27,710,2,9,4,920
2019-4-22,711,2,9,4,920
2018-5-7,712,1,9,4,920
2019-10-26,713,1,9,4,920
2018-5-7,714,2,9,4,920
2019-11-22,715,2,9,4,920
2018-4-13,716,2,9,4,920
2019-12-22,717,1,9,4,920
2018-4-17,718,1,9,4,920
2018-5-15,719,2,9,4,920
2018-8-10,720,2,9,4,920
2019-12-27,721,1,9,4,920
2019-6-26,722,2,13,9,248
2019-4-25,723,1,9,4,920
2019-5-18,724,2,9,4,920
2018-8-9,725,2,9,4,920
2018-3-1,726,2,9,4,920
2019-8-1,727,1,9,4,920
2019-10-7,728,2,5,1,3062
2019-8-2,729,1,9,4,920
2019-11-21,730,1,9,4,920
2018-2-7,731,2,9,4,920
2019-3-15,732,2,9,4,920
2018-12-20,733,1,9,4,920
2018-12-27,734,2,9,4,920
2018-1-18,735,1,9,4,920
2019-11-4,736,1,9,4,920
2019-12-24,737,1,9,4,920
2018-4-9,738,2,9,4,920
2018-11-5,739,2,9,4,920
2019-7-9,740,1,9,4,920
2018-5-22,741,1,9,4,920
2018-2-13,742,1,9,4,920
2019-10-24,743,2,9,4,920
2018-6-5,744,1,9,4,920
2019-5-24,745,1,9,4,920
2018-1-24,746,2,9,4,920
2019-10-23,747,2,9,4,920
2019-5-23,748,1,9,4,920
2019-2-28,749,1,9,4,920
2018-6-19,750,2,9,4,920
2018-11-15,751,1,9,4,920
2019-9-9,752,1,9,4,920
2018-12-9,753,1,9,4,920
2019-1-6,754,2,9,4,920
2019-6-17,755,1,9,4,920
2018-4-24,756,1,9,4,920
2018-8-11,757,1,9,4,920
2018-1-28,758,2,9,4,920
2019-8-27,759,2,9,4,920
2019-9-7,760,2,9,4,920
2018-6-16,761,2,9,4,920
2019-1-13,762,1,9,4,920
2018-2-28,763,2,9,4,920
2018-10-24,764,2,9,4,920
2019-11-5,765,1,9,4,920
2019-9-12,766,1,9,4,920
2019-10-6,767,2,9,4,920
2019-6-1,768,1,9,4,920
2019-3-4,769,2,6,1,8000
2018-8-14,770,1,9,4,920
2018-8-27,771,2,9,4,920
2018-5-23,772,1,9,4,920
2018-10-28,773,1,9,4,920
2018-10-7,774,1,9,4,920
2019-6-19,775,1,9,4,920
2019-1-22,776,1,9,4,920
2019-9-17,777,1,12,4,50
2019-6-28,778,1,9,4,920
2018-5-5,779,1,9,4,920
2018-8-1,780,1,9,4,920
2019-8-28,781,2,9,4,920
2019-3-24,782,1,9,4,920
2018-7-18,783,1,9,4,920
2018-1-21,784,2,9,4,920
2018-4-17,785,2,9,4,920
2018-8-22,786,2,9,4,920
2018-8-14,787,1,9,4,920
2018-9-4,788,2,9,4,920
2019-12-20,789,2,9,4,920
2018-7-18,790,1,9,4,920
2019-6-10,791,2,9,4,920
2019-12-10,792,1,9,4,920
2019-7-11,793,2,12,4,79
2019-1-16,794,2,12,4,47
2019-8-14,795,2,9,4,920
2019-9-5,796,2,9,4,920
2019-12-12,797,1,9,4,920
2018-12-14,798,2,9,4,920
2019-4-25,799,2,9,4,920
2019-12-23,800,1,9,4,920
2019-11-8,801,1,9,4,920
2018-12-4,802,1,9,4,920
2018-3-7,803,2,9,4,920
2019-10-27,804,1,7,1,1500
2019-11-2,805,1,9,4,920
2019-5-4,806,2,9,4,920
2019-4-27,807,2,9,4,920
2019-1-28,808,1,9,4,920
2018-11-16,809,1,9,4,920
2019-6-12,810,1,9,4,920
2018-10-8,811,2,9,4,920
2018-3-8,812,2,9,4,920
2019-6-9,813,2,9,4,920
2019-2-1,814,1,9,4,920
2019-9-18,815,2,9,4,920
2019-6-1,816,1,9,4,920
2018-2-1,817,1,9,4,920
2019-4-28,818,2,9,4,920
2018-2-28,819,2,9,4,920
2018-3-11,820,1,9,4,920
